,household_income_feeling,migration_want,planning_to_move12,prepared_to_move,why_no_leave
1239,2,1,0.0,,
1240,2,0,,,
1241,2,0,,,
1242,2,1,0.0,,1 7
1243,2,1,0.0,,
1244,2,1,0.0,,
1245,2,0,,,
1246,2,1,0.0,,
1247,4,1,0.0,,
1248,3,1,0.0,,
1249,3,1,0.0,,
1250,3,0,,,
1251,2,1,0.0,,
1252,2,0,,,
1253,2,0,,,
1254,2,0,,,
1255,1,0,,,
1256,99,0,,,
1257,1,0,,,
1258,2,0,,,
1259,1,0,,,
1260,2,1,1.0,0.0,7
1261,1,1,1.0,1.0,
1262,3,1,0.0,,
1263,2,0,,,
1264,1,0,,,
1265,4,0,,,
1266,2,1,0.0,,
1267,3,1,0.0,,
1268,2,0,,,
1269,2,1,99.0,,1 7
1270,2,0,,,
1271,3,0,,,
1272,3,1,0.0,,
1273,3,0,,,
1274,3,1,0.0,,
1275,3,1,0.0,,
1276,3,1,0.0,,4 5
1277,2,1,0.0,,
1278,2,0,,,
1279,2,0,,,
1280,3,0,,,
1281,2,0,,,
1282,2,0,,,
1283,3,0,,,4 1 9
1284,2,0,,,
1285,1,1,1.0,1.0,
1286,2,0,,,
1287,1,1,1.0,1.0,
1288,2,0,,,
1289,2,1,0.0,,3 4 9
1290,1,1,0.0,,
1291,2,1,0.0,,
1292,2,0,,,
1293,3,0,,,
1294,1,1,1.0,0.0,
1295,1,0,,,
1296,2,0,,,7
1297,1,0,,,
1298,3,1,1.0,1.0,
1299,1,0,,,
1300,1,1,1.0,1.0,
1301,4,0,,,
1302,1,1,0.0,,
1303,1,1,1.0,0.0,
1304,2,0,,,
1305,2,1,1.0,1.0,
1306,2,1,0.0,,
1307,2,1,0.0,,
1308,2,0,,,
1309,3,0,,,
1310,4,0,,,
1311,2,0,,,
1312,2,1,0.0,,
1313,4,1,0.0,,
1314,2,0,,,
1315,2,0,,,
1316,1,1,0.0,,
1317,1,0,,,
1318,2,0,,,
1319,1,0,,,
1320,3,1,0.0,,
1321,4,1,0.0,,
1322,3,0,,,
1323,3,0,,,
1324,2,0,,,
1325,3,0,,,
1326,2,0,,,
1327,2,0,,,
1328,3,0,,,
1329,3,0,,,
1330,3,0,,,
1331,2,0,,,
1332,2,0,,,
1333,2,0,,,
1334,2,0,,,
1335,1,0,,,
1336,2,0,,,
1337,4,0,,,
1338,4,1,0.0,,1
1339,3,1,0.0,,
1340,3,0,,,
1341,3,0,,,
1342,3,0,,,
1343,3,1,0.0,,
1344,2,1,0.0,,
1345,3,1,0.0,,3 4
1346,3,0,,,
1347,3,1,0.0,,
1348,2,0,,,
1349,1,0,,,
1350,1,0,,,
1351,1,0,,,
1352,4,1,0.0,,
1353,4,1,0.0,,
1354,4,1,0.0,,
1355,2,0,,,
1356,2,1,0.0,,4
1357,2,1,0.0,,4
1358,3,0,,,
1359,3,0,,,
1360,3,0,,,
1361,1,1,0.0,,
1362,3,1,0.0,,3
1363,1,0,,,
1364,3,0,,,
1365,2,1,0.0,,7
1366,4,1,0.0,,9
1367,3,1,0.0,,4
1368,2,1,1.0,0.0,5
1369,2,1,0.0,,
1370,2,0,,,7
1371,2,1,1.0,1.0,7
1372,3,0,,,
1373,2,0,,,
1374,4,1,1.0,0.0,
1375,3,0,,,
1376,3,0,,,
1377,2,1,0.0,,1 3
1378,2,0,,,
1379,3,0,,,
1380,2,1,0.0,,
1381,2,0,,,
1382,3,1,1.0,0.0,
1383,2,1,1.0,0.0,
1384,2,1,0.0,,
1385,2,1,0.0,,
1386,2,0,,,
1387,2,1,0.0,,
1388,2,0,,,
1389,2,0,,,
1390,2,1,0.0,,1 3 5
1391,2,0,,,
1392,2,0,,,
1393,1,0,,,9
1394,4,0,,,
1395,2,1,0.0,,1 7 8
1396,2,0,,,
1397,2,0,,,
1398,2,1,0.0,,1 5
1399,2,0,,,
1400,1,1,0.0,,
1401,4,0,,,4 1
1402,2,1,1.0,1.0,
1403,2,0,,,3
1404,2,1,0.0,,
1405,2,0,,,
1406,2,1,0.0,,2
1407,2,0,,,
1408,2,1,0.0,,
1409,4,99,,,3 9
1410,4,0,,,
1411,1,0,,,
1412,1,1,0.0,,9
1413,1,1,0.0,,3
1414,1,0,,,3
1415,3,1,0.0,,7
1416,4,1,0.0,,
1417,2,0,,,
1418,4,0,,,
1419,4,0,,,
1420,4,1,0.0,,
1421,4,0,,,
1422,4,0,,,
1423,4,0,,,
1424,2,0,,,9
1425,3,0,,,
1426,2,1,0.0,,7 3 4
1427,4,0,,,
1428,2,1,0.0,,
1429,3,1,0.0,,
1430,3,1,0.0,,
1431,3,0,,,
1432,2,1,1.0,0.0,8 4
1433,2,1,0.0,,7 8 4
1434,3,1,0.0,,
1435,3,0,,,
1436,3,1,1.0,0.0,3
1437,2,0,,,
1438,2,0,,,
1439,3,0,,,
1440,4,1,0.0,,
1441,2,1,0.0,,
1442,3,0,,,
1443,2,0,,,3
1444,2,1,0.0,,
1445,1,1,0.0,,
1446,2,1,0.0,,
1447,4,1,0.0,,1 4 6
1448,3,1,0.0,,
1449,2,1,0.0,,
1450,2,0,,,
1451,2,0,,,
1452,2,1,0.0,,1
1453,3,0,,,
1454,3,1,0.0,,
1455,2,1,0.0,,1 6 4
1456,3,1,0.0,,
1457,2,0,,,
1458,3,0,,,
1459,2,0,,,
1460,2,0,,,
1461,1,0,,,
1462,4,1,1.0,0.0,
1463,3,0,,,
1464,4,0,,,
1465,1,0,,,
1466,1,1,0.0,,
1467,1,1,0.0,,
1468,1,1,0.0,,
1469,1,0,,,
1470,4,1,0.0,,
1471,3,1,0.0,,
1472,3,1,1.0,0.0,
1473,1,1,0.0,,
1474,4,0,,,
1475,3,0,,,
1476,2,1,0.0,,
1477,3,0,,,
1478,3,1,0.0,,4 3
1479,3,1,0.0,,7 8
1480,3,0,,,
1481,3,0,,,
1482,2,0,,,
1483,2,0,,,
1484,1,0,,,
1485,4,0,,,
1486,1,1,0.0,,
1487,1,1,0.0,,
1488,1,0,,,
1489,4,1,0.0,,3
1490,2,1,0.0,,3
1491,2,0,,,1 2 3
1492,4,0,,,
1493,2,0,,,
1494,1,1,1.0,0.0,7 8 1
1495,2,1,0.0,,
1496,2,0,,,
1497,4,1,0.0,,
1498,3,0,,,
1499,3,1,0.0,,
1500,3,0,,,
1501,1,0,,,
1502,2,0,,,
1503,2,0,,,
1504,2,0,,,
1505,2,0,,,
1506,2,0,,,
1507,1,0,,,
1508,3,0,,,
1509,1,0,,,
1510,2,1,1.0,0.0,
1511,2,0,,,
1512,3,0,,,
1513,2,1,0.0,,1 2 8
1514,2,0,,,
1515,2,0,,,
1516,3,0,,,
1517,2,1,0.0,,
1518,3,1,0.0,,
1519,3,0,,,
1520,2,1,0.0,,
1521,3,1,0.0,,7
1522,3,0,,,
1523,3,0,,,
1524,2,1,0.0,,
1525,4,0,,,
1526,3,0,,,
1527,3,0,,,
1528,1,1,0.0,,
1529,4,0,,,4 5 7
1530,3,1,0.0,,5
1531,3,1,0.0,,1
1532,2,1,1.0,0.0,5
1533,2,0,,,
1534,1,0,,,
1535,4,0,,,
1536,1,1,0.0,,
1537,3,1,0.0,,
1538,4,1,0.0,,5 4 3
1539,1,0,,,
1540,4,1,1.0,1.0,8
1541,1,1,0.0,,
1542,1,0,,,
1543,1,0,,,
1544,1,1,0.0,,9
1545,4,1,1.0,1.0,
1546,4,1,0.0,,1 2 5
1547,4,1,0.0,,1 2 5
1548,4,1,1.0,1.0,
1549,4,1,1.0,0.0,1 4 2
1550,2,0,,,
1551,2,0,,,
1552,2,0,,,
1553,1,0,,,
1554,1,0,,,
1555,1,0,,,
1556,4,0,,,
1557,1,0,,,
1558,1,0,,,
1559,2,1,0.0,,
1560,3,1,0.0,,
1561,2,1,0.0,,3 4
1562,2,1,0.0,,4
1563,2,0,,,
1564,2,0,,,1 3
1565,2,0,,,2 4
1566,2,1,0.0,,
1567,4,1,0.0,,5
1568,4,0,,,
1569,2,1,0.0,,
1570,2,0,,,
1571,3,1,0.0,,
1572,4,1,0.0,,
1573,2,0,,,
1574,2,0,,,
1575,2,1,0.0,,
1576,3,1,0.0,,
1577,1,1,0.0,,7 9
1578,4,0,,,
1579,2,1,0.0,,8
1580,2,0,,,
1581,2,1,0.0,,99
1582,2,0,,,2 8
1583,2,0,,,
1584,2,1,0.0,,
1585,2,0,,,
1586,2,0,,,
1587,2,0,,,
1588,2,1,0.0,,6 7 8
1589,2,1,0.0,,9
1590,1,1,0.0,,
1591,3,1,0.0,,
1592,4,0,,,
1593,3,0,,,
1594,2,0,,,
1595,1,0,,,
1596,2,99,,,
1597,2,0,,,
1598,2,0,,,
1599,4,0,,,
1600,3,1,0.0,,
1601,2,0,,,
1602,3,1,0.0,,3
1603,3,0,,,
1604,3,0,,,
1605,2,0,,,
1606,2,1,0.0,,
1607,2,0,,,
1608,1,1,0.0,,9
1609,4,1,0.0,,8
1610,1,0,,,
1611,1,1,0.0,,99
1612,2,1,0.0,,9
1613,2,99,,,99
1614,2,0,,,
1615,1,0,,,5
1616,4,0,,,3 4 5
1617,3,0,,,
1618,2,1,0.0,,
1619,3,1,0.0,,3
1620,2,1,0.0,,
1621,2,1,0.0,,8
1622,4,1,0.0,,
1623,4,1,0.0,,
1624,3,0,,,
1625,3,0,,,
1626,2,0,,,
1627,4,0,,,
1628,2,1,0.0,,8
1629,4,1,0.0,,
1630,1,1,0.0,,
1631,4,1,0.0,,3 4 2
1632,4,1,1.0,0.0,4 5
1633,4,0,,,4
1634,2,1,0.0,,
1635,2,1,1.0,1.0,
1636,3,0,,,
1637,2,1,0.0,,
1638,3,1,1.0,1.0,9
1639,2,0,,,
1640,4,0,,,2 4
1641,2,1,0.0,,4
1642,3,0,,,7 3
1643,2,1,1.0,1.0,2
1644,2,1,1.0,0.0,3
1645,1,0,,,7
1646,3,1,0.0,,
1647,3,1,0.0,,7
1648,2,0,,,
1649,3,1,0.0,,
1650,3,1,0.0,,
1651,3,0,,,4 9 5
1652,3,0,,,
1653,2,0,,,
1654,3,0,,,
1655,2,0,,,
1656,2,1,0.0,,
1657,2,1,0.0,,
1658,2,0,,,
1659,2,0,,,
1660,2,0,,,
1661,2,1,0.0,,1
1662,2,0,,,
1663,1,1,1.0,0.0,
1664,2,1,0.0,,
1665,3,0,,,
1666,3,0,,,
1667,2,1,1.0,1.0,
1668,4,1,1.0,0.0,
1669,4,0,,,
1670,4,0,,,
1671,4,0,,,
1672,4,0,,,
1673,2,0,,,
1674,2,1,0.0,,
1675,4,1,0.0,,
1676,3,1,0.0,,
1677,2,0,,,
1678,4,1,0.0,,
1679,4,1,0.0,,
1680,2,0,,,
1681,2,0,,,
1682,2,1,0.0,,
1683,2,0,,,
1684,2,99,,,
1685,1,1,0.0,,
1686,1,1,0.0,,
1687,2,0,,,
1688,2,0,,,
1689,2,0,,,
1690,2,0,,,
1691,2,1,0.0,,
1692,2,1,0.0,,
1693,1,1,0.0,,3
1694,1,0,,,
1695,1,1,0.0,,
1696,1,1,0.0,,
1697,2,1,0.0,,
1698,1,0,,,
1699,1,0,,,
1700,2,1,0.0,,
1701,2,0,,,
1702,2,0,,,
1703,2,0,,,
1704,4,99,,,
1705,3,1,1.0,1.0,
1706,2,0,,,
1707,3,0,,,
1708,3,0,,,
1709,2,0,,,
1710,1,0,,,
1711,1,0,,,
1712,2,0,,,
1713,2,0,,,
1714,2,1,1.0,1.0,
1715,3,0,,,
1716,2,0,,,
1717,2,1,0.0,,
1718,4,1,0.0,,6 7
1719,2,0,,,
1720,1,0,,,8 6 7
1721,3,1,0.0,,
1722,3,0,,,
1723,1,0,,,6 8 7
1724,3,0,,,
1725,2,0,,,
1726,4,1,0.0,,
1727,1,0,,,
1728,4,0,,,
1729,2,0,,,
1730,4,0,,,
1731,2,0,,,
1732,4,0,,,
1733,4,0,,,
1734,4,0,,,
1735,1,0,,,
1736,1,0,,,
1737,1,0,,,
1738,1,0,,,
1739,3,1,0.0,,4 1
1740,2,1,0.0,,1
1741,3,0,,,
1742,2,1,0.0,,1
1743,1,1,1.0,1.0,
1744,2,0,,,
1745,2,0,,,
1746,3,1,1.0,1.0,
1747,1,1,0.0,,8
1748,2,0,,,
1749,3,1,1.0,1.0,
1750,2,1,0.0,,9
1751,2,0,,,
1752,2,1,1.0,0.0,
1753,1,0,,,
1754,1,1,0.0,,6
1755,2,1,0.0,,
1756,2,0,,,
1757,2,0,,,
1758,3,0,,,
1759,2,0,,,
1760,2,1,0.0,,
1761,2,1,0.0,,
1762,1,1,0.0,,
1763,2,1,0.0,,
1764,2,0,,,
1765,2,0,,,
1766,2,0,,,
1767,4,0,,,
1768,4,0,,,
1769,3,1,0.0,,
1770,4,0,,,
1771,4,1,0.0,,
1772,4,0,,,
1773,2,0,,,
1774,2,0,,,
1775,3,0,,,
1776,2,0,,,
1777,2,0,,,
1778,2,0,,,
1779,3,0,,,
1780,3,1,0.0,,1 2 4
1781,4,1,1.0,0.0,
1782,2,0,,,
1783,1,1,0.0,,7 6 8
1784,2,1,0.0,,
1785,2,0,,,
1786,1,0,,,1 8 7
1787,4,1,1.0,1.0,
1788,1,0,,,
1789,1,1,0.0,,
1790,2,0,,,
1791,2,0,,,
1792,2,1,0.0,,
1793,4,1,0.0,,
1794,2,0,,,
1795,4,1,0.0,,
1796,1,0,,,
1797,1,0,,,
1798,2,0,,,
1799,2,0,,,
1800,2,1,0.0,,
1801,2,0,,,
1802,3,0,,,
1803,2,0,,,
1804,2,0,,,
1805,2,0,,,
1806,2,1,0.0,,9
1807,3,1,0.0,,3 7 5
1808,1,0,,,
1809,2,1,0.0,,99
1810,3,1,1.0,1.0,
1811,1,1,0.0,,
1812,2,1,0.0,,
1813,3,1,0.0,,1 2 3
1814,3,1,0.0,,
1815,2,1,0.0,,
1816,4,0,,,
1817,4,1,99.0,,
1818,3,1,0.0,,4
1819,2,0,,,
1820,2,0,,,
1821,2,0,,,
1822,2,0,,,
1823,2,0,,,
1824,2,0,,,
1825,1,0,,,
1826,2,0,,,1 3 4
1827,2,1,0.0,,9
1828,2,1,0.0,,1 3
1829,2,1,0.0,,9
1830,2,1,0.0,,
1831,1,0,,,
1832,2,0,,,
1833,2,0,,,
1834,1,1,0.0,,
1835,1,0,,,
1836,2,0,,,
1837,1,0,,,
1838,3,0,,,
1839,3,0,,,
1840,3,0,,,
1841,2,0,,,
1842,3,1,0.0,,
1843,2,0,,,
1844,2,1,0.0,,
1845,2,0,,,
1846,2,0,,,
1847,2,0,,,
1848,2,0,,,
1849,2,0,,,
1850,3,0,,,
1851,3,1,0.0,,
1852,3,0,,,
1853,4,0,,,
1854,3,0,,,
1855,3,1,1.0,1.0,1 4 9
1856,2,1,0.0,,
1857,2,0,,,
1858,3,1,0.0,,
1859,2,0,,,9
1860,3,1,0.0,,7 8 1
1861,1,0,,,
1862,3,1,0.0,,7
1863,2,0,,,2 3
1864,2,0,,,
1865,3,1,0.0,,
1866,1,0,,,
1867,4,1,0.0,,1 3
1868,3,1,0.0,,1 3
1869,2,1,0.0,,1 2 4
1870,4,0,,,
1871,2,0,,,1 3
1872,99,0,,,
1873,2,1,0.0,,
1874,4,0,,,
1875,3,0,,,2
1876,99,0,,,
1877,2,0,,,
1878,2,0,,,
1879,2,1,0.0,,
1880,2,0,,,
1881,2,0,,,
1882,2,0,,,
1883,1,0,,,
1884,2,1,0.0,,7
1885,2,0,,,
1886,3,1,1.0,1.0,
1887,1,0,,,
1888,2,0,,,
1889,1,0,,,
1890,1,0,,,
1891,1,0,,,
1892,2,99,,,
1893,3,0,,,
1894,3,0,,,
1895,3,0,,,
1896,2,0,,,
1897,2,0,,,
1898,2,0,,,
1899,2,0,,,
1900,2,1,0.0,,
1901,2,1,0.0,,
1902,1,0,,,
1903,1,1,0.0,,
1904,1,0,,,6
1905,2,0,,,
1906,2,0,,,
1907,2,99,,,
1908,2,0,,,
1909,2,0,,,
1910,2,0,,,
1911,2,99,,,
1912,2,99,,,
1913,4,1,1.0,1.0,
1914,4,1,1.0,1.0,
1915,2,1,99.0,,
1916,4,1,0.0,,
1917,3,1,1.0,1.0,
1918,4,1,1.0,1.0,
1919,2,1,0.0,,
1920,99,99,,,
1921,2,99,,,
1922,2,1,1.0,0.0,
1923,2,1,1.0,1.0,
1924,4,0,,,
1925,2,0,,,
1926,2,1,0.0,,
1927,2,0,,,
1928,2,0,,,
1929,2,0,,,
1930,2,0,,,
1931,2,1,0.0,,
1932,2,0,,,
1933,2,0,,,
1934,3,0,,,
1935,3,1,0.0,,1 4
1936,1,0,,,
1937,2,0,,,
1938,4,1,0.0,,
1939,2,0,,,
1940,2,0,,,
1941,1,0,,,
1942,4,99,,,
1943,2,1,0.0,,6 4 5
1944,4,1,1.0,1.0,
1945,3,0,,,
1946,2,0,,,
1947,2,1,0.0,,
1948,1,0,,,
1949,3,1,0.0,,7
1950,2,0,,,1
1951,2,0,,,
1952,4,1,0.0,,8
1953,2,1,0.0,,9
1954,2,1,0.0,,
1955,1,0,,,
1956,1,1,0.0,,1 2 3
1957,1,0,,,
1958,1,0,,,
1959,3,1,0.0,,
1960,3,0,,,
1961,2,1,0.0,,
1962,2,1,0.0,,1
1963,4,1,0.0,,
1964,4,1,0.0,,1
1965,2,0,,,
1966,2,0,,,
1967,2,0,,,
1968,2,0,,,
1969,2,0,,,
1970,1,1,0.0,,1 3
1971,2,1,0.0,,
1972,2,0,,,
1973,1,0,,,
1974,1,1,0.0,,1
1975,1,0,,,
1976,1,0,,,
1977,1,0,,,
1978,1,0,,,
1979,2,0,,,
1980,2,1,0.0,,
1981,1,0,,,
1982,1,0,,,
1983,2,0,,,
1984,2,1,0.0,,
1985,2,1,0.0,,
1986,1,0,,,
1987,1,0,,,
1988,1,1,0.0,,
1989,2,99,,,
1990,2,0,,,
1991,3,99,,,
1992,3,99,,,3
1993,3,0,,,
1994,2,0,,,
1995,1,0,,,
1996,3,0,,,
1997,3,0,,,
1998,1,1,0.0,,
1999,2,0,,,
2000,2,1,0.0,,
2001,2,1,0.0,,1 2 3
2002,2,1,0.0,,
2003,2,1,0.0,,3 1
2004,3,0,,,1 3 6
2005,3,0,,,
2006,4,0,,,
2007,3,0,,,
2008,2,0,,,
2009,3,0,,,
2010,2,1,0.0,,
2011,4,1,0.0,,
2012,2,0,,,
2013,1,0,,,
2014,4,1,1.0,0.0,5
2015,1,1,0.0,,
2016,2,0,,,
2017,1,1,0.0,,
2018,2,1,0.0,,1 3 4
2019,1,1,0.0,,
2020,4,1,0.0,,3 5 4
2021,3,1,0.0,,
2022,3,0,,,
2023,2,1,0.0,,
2024,4,1,0.0,,
2025,1,0,,,
2026,4,0,,,
2027,4,0,,,
2028,2,0,,,
2029,2,1,0.0,,
2030,4,1,0.0,,
2031,2,1,0.0,,
2032,3,0,,,
2033,3,1,0.0,,1 3 6
2034,3,0,,,
2035,2,1,0.0,,5 4
2036,3,0,,,
2037,3,1,0.0,,3
2038,2,0,,,
2039,4,1,0.0,,
2040,4,1,0.0,,
2041,3,1,0.0,,
2042,1,1,0.0,,3
2043,3,1,0.0,,
2044,3,1,1.0,1.0,
2045,3,0,,,
2046,2,0,,,
2047,2,1,0.0,,
2048,3,1,0.0,,
2049,4,0,,,
2050,3,1,0.0,,
2051,4,0,,,
2052,2,0,,,
2053,2,0,,,
2054,1,0,,,
2055,1,1,1.0,0.0,
2056,2,0,,,
2057,2,0,,,
2058,3,0,,,
2059,3,0,,,
2060,2,1,0.0,,
2061,2,1,0.0,,
2062,3,0,,,
2063,2,1,0.0,,
2064,2,0,,,
2065,1,0,,,9
2066,3,0,,,
2067,2,0,,,
2068,3,1,0.0,,
2069,2,0,,,
2070,3,0,,,
2071,2,0,,,
2072,2,0,,,
2073,2,0,,,
2074,2,0,,,
2075,2,0,,,
2076,2,0,,,
2077,1,0,,,
2078,1,0,,,
2079,1,0,,,
2080,1,1,0.0,,
2081,2,0,,,
2082,2,0,,,
2083,3,0,,,
2084,2,0,,,
2085,3,1,0.0,,1 4 5
2086,2,0,,,
2087,2,1,0.0,,2 4 6
2088,2,0,,,
2089,2,0,,,
2090,2,1,0.0,,
2091,2,0,,,
2092,1,0,,,
2093,2,0,,,
2094,2,0,,,
2095,3,1,0.0,,
2096,3,0,,,
2097,2,0,,,
2098,4,0,,,
2099,1,0,,,
2100,4,1,0.0,,8
2101,2,1,0.0,,9
2102,2,0,,,
2103,2,1,0.0,,
2104,2,1,0.0,,
2105,2,0,,,
2106,1,1,0.0,,
2107,2,1,0.0,,
2108,1,0,,,
2109,2,0,,,
2110,3,1,0.0,,
2111,1,0,,,
2112,2,0,,,
2113,2,0,,,
2114,2,0,,,
2115,2,0,,,
2116,2,0,,,
2117,2,0,,,
2118,2,0,,,
2119,1,0,,,
2120,1,1,0.0,,
2121,1,1,0.0,,4
2122,3,1,0.0,,4 3
2123,2,0,,,
2124,4,99,,,5
2125,2,0,,,
2126,3,0,,,
2127,1,1,0.0,,
2128,1,0,,,
2129,3,0,,,
2130,2,0,,,
2131,3,0,,,
2132,2,0,,,
2133,2,99,,,
2134,1,99,,,
2135,1,0,,,
2136,2,0,,,
2137,1,0,,,
2138,1,0,,,
2139,2,0,,,
2140,2,0,,,
2141,2,0,,,
2142,2,0,,,
2143,3,0,,,
2144,3,0,,,
2145,3,0,,,
2146,2,0,,,
2147,3,0,,,
2148,2,0,,,
2149,2,0,,,
2150,2,0,,,
2151,2,0,,,
2152,3,0,,,
2153,2,0,,,
2154,1,0,,,
2155,2,0,,,
2156,4,1,0.0,,4
2157,3,0,,,
2158,2,0,,,
2159,2,0,,,
2160,2,0,,,
2161,2,0,,,
2162,2,0,,,
2163,2,0,,,
2164,2,0,,,
2165,2,0,,,
2166,4,1,1.0,0.0,
2167,2,0,,,3
2168,4,1,0.0,,
2169,4,1,0.0,,
2170,2,1,0.0,,
2171,1,0,,,
2172,1,1,0.0,,
2173,3,0,,,
2174,2,0,,,
2175,2,0,,,
2176,3,0,,,
2177,3,1,0.0,,
2178,1,0,,,
2179,2,0,,,
2180,1,0,,,
2181,2,0,,,7 4 1
2182,2,0,,,
2183,4,1,0.0,,1 3 2
2184,2,1,0.0,,1 6 2
2185,3,0,,,
2186,3,0,,,
2187,3,1,0.0,,1 6 7
2188,3,0,,,
2189,3,0,,,
2190,2,1,0.0,,1 5 7
2191,2,1,0.0,,
2192,2,1,0.0,,1
2193,4,1,1.0,0.0,
2194,2,0,,,
2195,2,1,0.0,,3 6
2196,2,0,,,
2197,1,1,0.0,,1 3 6
2198,4,0,,,
2199,3,0,,,
2200,3,0,,,
2201,3,1,0.0,,1 5 6
2202,4,0,,,
2203,2,0,,,3
2204,2,1,0.0,,3 4
2205,2,0,,,
2206,3,0,,,3 6
2207,2,0,,,
2208,3,0,,,
2209,3,1,0.0,,3
2210,3,0,,,
2211,3,0,,,
2212,2,1,0.0,,2 7 6
2213,1,1,0.0,,1 4 5
2214,4,1,0.0,,1 4 5
2215,1,1,0.0,,1 3 9
2216,1,0,,,
2217,2,0,,,
2218,2,0,,,7 2
2219,2,0,,,
2220,2,0,,,
2221,2,1,0.0,,
2222,2,1,0.0,,
2223,2,1,0.0,,7
2224,3,1,0.0,,
2225,3,1,0.0,,
2226,3,1,0.0,,
2227,3,0,,,
2228,3,1,0.0,,
2229,1,1,0.0,,
2230,2,1,0.0,,4 7
2231,2,1,0.0,,
2232,4,0,,,
2233,4,0,,,
2234,2,0,,,1 2
2235,4,0,,,
2236,2,0,,,
2237,3,0,,,
2238,3,0,,,
2239,2,1,0.0,,3 4 7
2240,2,0,,,
2241,1,0,,,
2242,1,0,,,
2243,2,0,,,
2244,1,0,,,
2245,1,0,,,
2246,1,0,,,
2247,1,1,0.0,,
2248,2,0,,,
2249,2,1,0.0,,
2250,2,0,,,
2251,2,1,0.0,,
2252,2,1,0.0,,2
2253,1,0,,,
2254,2,0,,,
2255,4,0,,,
2256,1,1,1.0,1.0,
2257,2,0,,,
2258,2,1,0.0,,5
2259,2,1,0.0,,7
2260,1,0,,,
2261,4,1,0.0,,3 4
2262,4,1,0.0,,
2263,4,0,,,
2264,3,0,,,
2265,3,0,,,
2266,3,0,,,
2267,3,0,,,
2268,1,0,,,
2269,2,1,0.0,,
2270,2,0,,,
2271,2,1,0.0,,
2272,2,1,0.0,,1 4 7
2273,2,1,0.0,,1 2 7
2274,2,1,0.0,,
2275,2,0,,,
2276,4,1,0.0,,
2277,2,0,,,
2278,3,0,,,
2279,3,0,,,
2280,4,0,,,2 3 4
2281,3,1,0.0,,
2282,2,0,,,
2283,2,0,,,
2284,2,0,,,
2285,3,0,,,5
2286,1,0,,,5
2287,1,0,,,
2288,2,0,,,
2289,3,0,,,
2290,2,0,,,
2291,4,1,0.0,,5
2292,3,99,,,5
2293,3,1,0.0,,
2294,3,0,,,
2295,3,1,0.0,,1 4
2296,3,1,0.0,,
2297,4,0,,,
2298,3,1,0.0,,
2299,4,1,0.0,,
2300,3,0,,,
2301,3,1,0.0,,5
2302,3,99,,,
2303,2,0,,,
2304,2,0,,,
2305,3,1,1.0,1.0,
2306,1,1,0.0,,
2307,3,0,,,2 6 7
2308,2,0,,,
2309,1,0,,,
2310,1,0,,,
2311,3,0,,,5 4
2312,4,0,,,
2313,3,1,0.0,,
2314,3,1,0.0,,9
2315,4,0,,,
2316,3,0,,,
2317,4,0,,,
2318,4,99,,,
2319,4,0,,,
2320,4,1,99.0,,
2321,4,0,,,
2322,3,99,,,
2323,2,0,,,
2324,4,1,0.0,,
2325,2,1,1.0,1.0,
2326,2,1,0.0,,2 3
2327,1,1,0.0,,3 4
2328,2,0,,,
2329,2,0,,,3 4 5
2330,2,0,,,
2331,2,1,0.0,,3 4 5
2332,3,1,0.0,,
2333,2,0,,,
2334,2,1,0.0,,5
2335,3,0,,,
2336,2,0,,,
2337,1,0,,,
2338,4,1,0.0,,2
2339,2,1,0.0,,7
2340,4,0,,,
2341,2,0,,,
2342,2,1,0.0,,
2343,3,0,,,
2344,3,0,,,3 7
2345,4,1,1.0,0.0,
2346,3,0,,,
2347,1,0,,,1
2348,1,0,,,
2349,2,0,,,1
2350,1,0,,,
2351,2,0,,,
2352,4,1,0.0,,
2353,2,0,,,
2354,2,0,,,
2355,2,0,,,
2356,2,0,,,7
2357,2,1,0.0,,
2358,2,0,,,
2359,2,1,0.0,,
2360,2,1,1.0,1.0,
2361,4,0,,,
2362,2,0,,,
2363,2,0,,,
2364,4,1,0.0,,4 3
2365,4,1,0.0,,
2366,3,1,0.0,,3 4
2367,4,1,0.0,,3 4
2368,2,0,,,
2369,2,0,,,
2370,2,0,,,
2371,4,1,0.0,,
2372,4,1,0.0,,
2373,4,1,0.0,,1 3 5
2374,2,0,,,
2375,2,0,,,
2376,3,1,0.0,,
2377,4,0,,,
2378,3,1,0.0,,7 4 3
2379,2,0,,,
2380,3,1,0.0,,3 4 5
2381,1,0,,,7 3
2382,3,1,0.0,,3 4
2383,4,1,0.0,,
2384,2,1,0.0,,
2385,2,1,0.0,,
2386,2,1,0.0,,
2387,2,1,0.0,,3
2388,2,1,1.0,0.0,3 4
2389,2,1,0.0,,
2390,2,1,0.0,,
2391,3,1,0.0,,
2392,4,1,1.0,1.0,
2393,3,0,,,
2394,2,0,,,
2395,3,1,0.0,,
2396,1,1,0.0,,
2397,3,1,0.0,,
2398,3,99,,,
2399,2,0,,,
2400,2,1,0.0,,
2401,3,0,,,
2402,3,0,,,9
2403,4,1,1.0,0.0,
2404,3,1,0.0,,
2405,2,1,0.0,,
2406,3,0,,,
2407,3,1,0.0,,3 4
2408,3,0,,,
2409,3,1,0.0,,
2410,2,0,,,
2411,3,0,,,
2412,3,0,,,3 4
2413,4,1,0.0,,3 4 5
2414,4,1,1.0,1.0,1 5
2415,3,1,0.0,,
